"","lhs","Var.2","rhs","support","confidence","coverage","lift","count"
"[19]","{country,covid}","=>","{pandemic}",0.00103402895281068,0.458333333333333,0.00225606316976875,108.35,22
"[20]","{covid,unique}","=>","{pandemic}",0.00192705395751081,0.455555555555556,0.00423011844331641,107.693333333333,41
"[21]","{corona}","=>","{virus}",0.00131603684903177,0.5,0.00263207369806355,107.454545454545,28
"[22]","{virus}","=>","{corona}",0.00131603684903177,0.282828282828283,0.00465313028764805,107.454545454545,28
"[23]","{covid,follow}","=>","{pandemic}",0.00197405527354766,0.451612903225806,0.00437112239142696,106.761290322581,42
"[24]","{covid,keep}","=>","{pandemic}",0.00108103026884753,0.450980392156863,0.0023970671178793,106.611764705882,23
"[25]","{covid,university}","=>","{pandemic}",0.00103402895281068,0.448979591836735,0.0023030644858056,106.138775510204,22
"[26]","{challenge,covid}","=>","{pandemic}",0.00103402895281068,0.431372549019608,0.0023970671178793,101.976470588235,22
"[27]","{covid,topic}","=>","{pandemic}",0.00202105658958451,0.42156862745098,0.0047941342357586,99.6588235294118,43
"[28]","{covid,part}","=>","{pandemic}",0.00117503290092123,0.416666666666667,0.00282007896221094,98.5,25
"[29]","{covid,working}","=>","{pandemic}",0.00126903553299492,0.415384615384615,0.00305508554239519,98.1969230769231,27
"[30]","{able,covid}","=>","{pandemic}",0.00103402895281068,0.415094339622642,0.002491069749953,98.1283018867925,22
"[31]","{covid,place}","=>","{pandemic}",0.00206805790562136,0.415094339622642,0.004982139499906,98.1283018867925,44
"[32]","{covid,help}","=>","{pandemic}",0.00159804474525287,0.414634146341463,0.00385410791502162,98.0195121951219,34
"[33]","{check,covid}","=>","{pandemic}",0.00202105658958451,0.413461538461538,0.0048881368678323,97.7423076923077,43
"[34]","{covid,forum}","=>","{pandemic}",0.00188005264147396,0.408163265306122,0.0046061289716112,96.4897959183674,40
"[35]","{business,covid}","=>","{pandemic}",0.00178605000940026,0.391752577319588,0.00455912765557436,92.6103092783505,38
"[36]","{covid,something}","=>","{pandemic}",0.00197405527354766,0.385321100917431,0.00512314344801655,91.0899082568807,42
"[37]","{around,covid}","=>","{pandemic}",0.00117503290092123,0.384615384615385,0.00305508554239519,90.9230769230769,25
"[38]","{covid,student}","=>","{pandemic}",0.0023970671178793,0.383458646616541,0.00625117503290092,90.6496240601504,51
"[39]","{covid,team}","=>","{pandemic}",0.00112803158488438,0.380952380952381,0.00296108291032149,90.0571428571428,24
"[40]","{covid,first}","=>","{pandemic}",0.00150404211317917,0.380952380952381,0.00394811054709532,90.0571428571428,32
"[41]","{covid,make}","=>","{pandemic}",0.00169204737732657,0.36734693877551,0.0046061289716112,86.8408163265306,36
"[42]","{covid,decision}","=>","{pandemic}",0.00103402895281068,0.366666666666667,0.00282007896221094,86.68,22
"[43]","{covid,life}","=>","{pandemic}",0.00108103026884753,0.359375,0.00300808422635834,84.95625,23
"[44]","{covid,post}","=>","{pandemic}",0.00103402895281068,0.354838709677419,0.00291408159428464,83.8838709677419,22
"[45]","{covid,like}","=>","{pandemic}",0.00155104342921602,0.354838709677419,0.00437112239142696,83.8838709677419,33
"[46]","{admission,covid}","=>","{pandemic}",0.0023030644858056,0.347517730496454,0.00662718556119571,82.1531914893617,49
"[47]","{best,covid}","=>","{pandemic}",0.00122203421695807,0.342105263157895,0.00357210001880053,80.8736842105263,26
"[48]","{covid,many}","=>","{pandemic}",0.00164504606128972,0.339805825242718,0.00484113555179545,80.3300970873786,35
"[49]","{covid,next.}","=>","{pandemic}",0.00117503290092123,0.337837837837838,0.00347809738672683,79.8648648648649,25
"[50]","{covid,work}","=>","{pandemic}",0.00164504606128972,0.333333333333333,0.00493513818386915,78.8,35
"[51]","{club,covid}","=>","{pandemic}",0.00206805790562136,0.330827067669173,0.00625117503290092,78.2075187969925,44
"[52]","{however,pandemic}","=>","{covid}",0.00112803158488438,0.96,0.00117503290092123,77.3672727272727,24
"[53]","{covid,experience}","=>","{pandemic}",0.00136303816506862,0.325842696629214,0.00418311712727956,77.0292134831461,29
"[54]","{covid,start}","=>","{pandemic}",0.00112803158488438,0.324324324324324,0.00347809738672683,76.6702702702703,24
"[55]","{covid,going}","=>","{pandemic}",0.00108103026884753,0.323943661971831,0.00333709343861628,76.5802816901409,23
"[56]","{could,covid}","=>","{pandemic}",0.00131603684903177,0.32183908045977,0.00408911449520587,76.0827586206897,28
"[57]","{covid,program}","=>","{pandemic}",0.00108103026884753,0.319444444444444,0.00338409475465313,75.5166666666667,23
"[58]","{covid,posted}","=>","{pandemic}",0.00211505922165821,0.316901408450704,0.00667418687723256,74.9154929577465,45
"[59]","{next.,pandemic}","=>","{covid}",0.00117503290092123,0.925925925925926,0.00126903553299492,74.6212121212121,25
"[60]","{pandemic,university}","=>","{covid}",0.00103402895281068,0.916666666666667,0.00112803158488438,73.875,22
"[61]","{covid,month}","=>","{pandemic}",0.00112803158488438,0.311688311688312,0.00361910133483738,73.6831168831169,24
"[62]","{covid,still}","=>","{pandemic}",0.00103402895281068,0.309859154929577,0.00333709343861628,73.2507042253521,22
"[63]","{covid,people}","=>","{pandemic}",0.00131603684903177,0.307692307692308,0.00427711975935326,72.7384615384616,28
"[64]","{best,pandemic}","=>","{covid}",0.00122203421695807,0.896551724137931,0.00136303816506862,72.2539184952978,26
"[65]","{around,pandemic}","=>","{covid}",0.00117503290092123,0.892857142857143,0.00131603684903177,71.9561688311688,25
"[66]","{covid,well}","=>","{pandemic}",0.00126903553299492,0.303370786516854,0.00418311712727956,71.7168539325843,27
"[67]","{pandemic,team}","=>","{covid}",0.00112803158488438,0.888888888888889,0.00126903553299492,71.6363636363636,24
"[68]","{pandemic,program}","=>","{covid}",0.00108103026884753,0.884615384615385,0.00122203421695807,71.291958041958,23
"[69]","{class,covid}","=>","{pandemic}",0.00117503290092123,0.301204819277108,0.00390110923105847,71.2048192771084,25
"[70]","{challenge,pandemic}","=>","{covid}",0.00103402895281068,0.88,0.00117503290092123,70.92,22
"[71]","{able,pandemic}","=>","{covid}",0.00103402895281068,0.88,0.00117503290092123,70.92,22
"[72]","{need,pandemic}","=>","{covid}",0.00103402895281068,0.88,0.00117503290092123,70.92,22
"[73]","{pandemic,post}","=>","{covid}",0.00103402895281068,0.88,0.00117503290092123,70.92,22
"[74]","{covid,time}","=>","{pandemic}",0.00216206053769506,0.294871794871795,0.00733220530174845,69.7076923076923,46
"[75]","{covid,need}","=>","{pandemic}",0.00103402895281068,0.289473684210526,0.00357210001880053,68.4315789473684,22
"[76]","{decision,pandemic}","=>","{covid}",0.00103402895281068,0.846153846153846,0.00122203421695807,68.1923076923077,22
"[77]","{business,pandemic}","=>","{covid}",0.00178605000940026,0.844444444444444,0.00211505922165821,68.0545454545455,38
"[78]","{make,pandemic}","=>","{covid}",0.00169204737732657,0.837209302325581,0.00202105658958451,67.4714587737844,36
"[79]","{covid,would}","=>","{pandemic}",0.00159804474525287,0.283333333333333,0.00564015792442188,66.98,34
"[80]","{keep,pandemic}","=>","{covid}",0.00108103026884753,0.821428571428571,0.00131603684903177,66.1996753246753,23
"[81]","{going,pandemic}","=>","{covid}",0.00108103026884753,0.821428571428571,0.00131603684903177,66.1996753246753,23
"[82]","{life,pandemic}","=>","{covid}",0.00108103026884753,0.821428571428571,0.00131603684903177,66.1996753246753,23
"[83]","{pandemic,working}","=>","{covid}",0.00126903553299492,0.818181818181818,0.00155104342921602,65.9380165289256,27
"[84]","{pandemic,still}","=>","{covid}",0.00103402895281068,0.814814814814815,0.00126903553299492,65.6666666666667,22
"[85]","{pandemic,world}","=>","{covid}",0.00122203421695807,0.8125,0.00150404211317917,65.4801136363636,26
"[86]","{pandemic,source}","=>","{covid}",0.00197405527354766,0.807692307692308,0.00244406843391615,65.0926573426573,42
"[87]","{follow,pandemic}","=>","{covid}",0.00197405527354766,0.807692307692308,0.00244406843391615,65.0926573426573,42
"[88]","{pandemic,something}","=>","{covid}",0.00197405527354766,0.807692307692308,0.00244406843391615,65.0926573426573,42
"[89]","{pandemic,part}","=>","{covid}",0.00117503290092123,0.806451612903226,0.00145704079714232,64.9926686217009,25
"[90]","{experience,pandemic}","=>","{covid}",0.00136303816506862,0.805555555555556,0.00169204737732657,64.9204545454545,29
"[91]","{blend,pandemic}","=>","{covid}",0.00192705395751081,0.803921568627451,0.0023970671178793,64.7887700534759,41
"[92]","{feature,pandemic}","=>","{covid}",0.00192705395751081,0.803921568627451,0.0023970671178793,64.7887700534759,41
"[93]","{pandemic,unique}","=>","{covid}",0.00192705395751081,0.803921568627451,0.0023970671178793,64.7887700534759,41
"[94]","{pandemic,timely}","=>","{covid}",0.00188005264147396,0.8,0.00235006580184245,64.4727272727273,40
"[95]","{featured,pandemic}","=>","{covid}",0.00188005264147396,0.8,0.00235006580184245,64.4727272727273,40
"[96]","{pandemic,visitor}","=>","{covid}",0.00188005264147396,0.8,0.00235006580184245,64.4727272727273,40
"[97]","{monthly,pandemic}","=>","{covid}",0.00188005264147396,0.8,0.00235006580184245,64.4727272727273,40
"[98]","{pandemic,twitter}","=>","{covid}",0.00188005264147396,0.8,0.00235006580184245,64.4727272727273,40
"[99]","{dozen,pandemic}","=>","{covid}",0.00188005264147396,0.8,0.00235006580184245,64.4727272727273,40
"[100]","{pandemic,poster}","=>","{covid}",0.00188005264147396,0.8,0.00235006580184245,64.4727272727273,40
"[101]","{could,pandemic}","=>","{covid}",0.00131603684903177,0.8,0.00164504606128972,64.4727272727273,28
"[102]","{entry,pandemic}","=>","{covid}",0.00188005264147396,0.8,0.00235006580184245,64.4727272727273,40
"[103]","{pandemic,subscribe}","=>","{covid}",0.00188005264147396,0.8,0.00235006580184245,64.4727272727273,40
"[104]","{pandemic,relevant}","=>","{covid}",0.00188005264147396,0.8,0.00235006580184245,64.4727272727273,40
"[105]","{check,pandemic}","=>","{covid}",0.00202105658958451,0.796296296296296,0.00253807106598985,64.1742424242424,43
"[106]","{covid,school}","=>","{pandemic}",0.00141003948110547,0.27027027027027,0.00521714608009024,63.8918918918919,30
"[107]","{help,pandemic}","=>","{covid}",0.00159804474525287,0.790697674418605,0.00202105658958451,63.723044397463,34
"[108]","{country,pandemic}","=>","{covid}",0.00103402895281068,0.785714285714286,0.00131603684903177,63.3214285714286,22
"[109]","{list,pandemic}","=>","{covid}",0.00206805790562136,0.785714285714286,0.00263207369806355,63.3214285714286,44
"[110]","{first,pandemic}","=>","{covid}",0.00150404211317917,0.780487804878049,0.00192705395751081,62.90022172949,32
"[111]","{many,pandemic}","=>","{covid}",0.00164504606128972,0.777777777777778,0.00211505922165821,62.6818181818182,35
"[112]","{pandemic,people}","=>","{covid}",0.00131603684903177,0.777777777777778,0.00169204737732657,62.6818181818182,28
"[113]","{month,pandemic}","=>","{covid}",0.00112803158488438,0.774193548387097,0.00145704079714232,62.3929618768328,24
"[114]","{pandemic,place}","=>","{covid}",0.00206805790562136,0.771929824561403,0.00267907501410039,62.2105263157895,44
"[115]","{forum,pandemic}","=>","{covid}",0.00188005264147396,0.769230769230769,0.00244406843391615,61.993006993007,40
"[116]","{pandemic,topic}","=>","{covid}",0.00202105658958451,0.767857142857143,0.00263207369806355,61.8823051948052,43
"[117]","{covid,take}","=>","{pandemic}",0.00112803158488438,0.260869565217391,0.00432412107539011,61.6695652173913,24
"[118]","{pandemic,student}","=>","{covid}",0.0023970671178793,0.761194029850746,0.00314908817446889,61.3453188602442,51
"[119]","{longer,pandemic}","=>","{covid}",0.00192705395751081,0.759259259259259,0.00253807106598985,61.1893939393939,41
"[120]","{club,pandemic}","=>","{covid}",0.00206805790562136,0.758620689655172,0.00272607633013724,61.1379310344828,44
"[121]","{latest,pandemic}","=>","{covid}",0.00188005264147396,0.754716981132076,0.002491069749953,60.8233276157804,40
"[122]","{pandemic,take}","=>","{covid}",0.00112803158488438,0.75,0.00150404211317917,60.4431818181818,24
"[123]","{pandemic,well}","=>","{covid}",0.00126903553299492,0.75,0.00169204737732657,60.4431818181818,27
"[124]","{pandemic,work}","=>","{covid}",0.00164504606128972,0.74468085106383,0.0022090618537319,60.0145067698259,35
"[125]","{class,pandemic}","=>","{covid}",0.00117503290092123,0.735294117647059,0.00159804474525287,59.2580213903743,25
"[126]","{also,covid}","=>","{pandemic}",0.00136303816506862,0.25,0.00545215266027449,59.1,29
"[127]","{pandemic,school}","=>","{covid}",0.00141003948110547,0.731707317073171,0.00192705395751081,58.9689578713969,30
"[128]","{pandemic,start}","=>","{covid}",0.00112803158488438,0.727272727272727,0.00155104342921602,58.6115702479339,24
"[129]","{pandemic,would}","=>","{covid}",0.00159804474525287,0.723404255319149,0.0022090618537319,58.2998065764023,34
"[130]","{pandemic,time}","=>","{covid}",0.00216206053769506,0.71875,0.00300808422635834,57.9247159090909,46
"[131]","{like,pandemic}","=>","{covid}",0.00155104342921602,0.717391304347826,0.00216206053769506,57.8152173913044,33
"[132]","{admission,pandemic}","=>","{covid}",0.0023030644858056,0.710144927536232,0.00324309080654258,57.2312252964427,49
"[133]","{also,pandemic}","=>","{covid}",0.00136303816506862,0.707317073170732,0.00192705395751081,57.0033259423503,29
"[134]","{covid,year}","=>","{pandemic}",0.00131603684903177,0.239316239316239,0.00549915397631134,56.574358974359,28
"[135]","{pandemic,year}","=>","{covid}",0.00131603684903177,0.7,0.00188005264147396,56.4136363636364,28
"[136]","{covid,even}","=>","{virus}",0.00103402895281068,0.261904761904762,0.00394811054709532,56.2857142857143,22
"[137]","{topic,virus}","=>","{covid}",0.00108103026884753,0.696969696969697,0.00155104342921602,56.1694214876033,23
"[138]","{even,virus}","=>","{covid}",0.00103402895281068,0.666666666666667,0.00155104342921602,53.7272727272727,22
"[139]","{pandemic,posted}","=>","{covid}",0.00211505922165821,0.661764705882353,0.00319608949050573,53.3322192513369,45
"[140]","{pandemic}","=>","{covid}",0.00277307764617409,0.655555555555556,0.00423011844331641,52.8318181818182,59
"[141]","{covid}","=>","{pandemic}",0.00277307764617409,0.223484848484848,0.0124083474337281,52.8318181818182,59
"[142]","{covid,topic}","=>","{virus}",0.00108103026884753,0.225490196078431,0.0047941342357586,48.4598930481283,23
"[143]","{virus,would}","=>","{covid}",0.00108103026884753,0.522727272727273,0.00206805790562136,42.1270661157025,23
"[144]","{covid,would}","=>","{virus}",0.00108103026884753,0.191666666666667,0.00564015792442188,41.1909090909091,23
"[145]","{admission,crisis}","=>","{covid}",0.00159804474525287,0.453333333333333,0.00352509870276368,36.5345454545455,34
"[146]","{covid,time}","=>","{virus}",0.00122203421695807,0.166666666666667,0.00733220530174845,35.8181818181818,26
"[147]","{admission,virtual}","=>","{covid}",0.00169204737732657,0.404494382022472,0.00418311712727956,32.5985699693565,36
"[148]","{time,virus}","=>","{covid}",0.00122203421695807,0.388059701492537,0.00314908817446889,31.2740841248304,26
"[149]","{virus}","=>","{covid}",0.00150404211317917,0.323232323232323,0.00465313028764805,26.0495867768595,32
"[150]","{covid}","=>","{virus}",0.00150404211317917,0.121212121212121,0.0124083474337281,26.0495867768595,32
"[151]","{admission,message}","=>","{covid}",0.00108103026884753,0.2875,0.00376010528294792,23.1698863636364,23
"[152]","{admission,situation}","=>","{pandemic}",0.00103402895281068,0.0836501901140684,0.0123613461176913,19.7749049429658,22
"[153]","{admission,health}","=>","{covid}",0.00178605000940026,0.243589743589744,0.00733220530174845,19.6311188811189,38
"[154]","{admission,home}","=>","{pandemic}",0.00108103026884753,0.0824372759856631,0.0131133671742809,19.4881720430108,23
"[155]","{admission,situation}","=>","{covid}",0.0025850723820267,0.209125475285171,0.0123613461176913,16.8536121673004,55
"[156]","{admission,impact}","=>","{pandemic}",0.00126903553299492,0.0710526315789474,0.0178605000940026,16.7968421052632,27
"[157]","{admission,friend}","=>","{pandemic}",0.00103402895281068,0.06875,0.0150404211317917,16.2525,22
"[158]","{admission,change}","=>","{pandemic}",0.00126903553299492,0.0660146699266504,0.0192235382590713,15.6058679706601,27
"[159]","{admission,keep}","=>","{pandemic}",0.00108103026884753,0.0646067415730337,0.0167324685091183,15.2730337078652,23
"[160]","{admission,always}","=>","{pandemic}",0.00112803158488438,0.058252427184466,0.0193645422071818,13.7708737864078,24
"[161]","{admission,challenge}","=>","{pandemic}",0.00117503290092123,0.0578703703703704,0.0203045685279188,13.6805555555556,25
"[162]","{admission,economic}","=>","{covid}",0.00103402895281068,0.169230769230769,0.00611017108479037,13.6384615384615,22
"[163]","{admission,country}","=>","{pandemic}",0.00112803158488438,0.0575539568345324,0.019599548787366,13.6057553956835,24
"[164]","{admission,ever}","=>","{covid}",0.00131603684903177,0.167664670658683,0.00784921977815379,13.5122482308111,28
"[165]","{admission,personal}","=>","{pandemic}",0.00108103026884753,0.0562347188264059,0.0192235382590713,13.2938875305623,23
"[166]","{admission,continue}","=>","{covid}",0.00164504606128972,0.162790697674419,0.0101052829479225,13.1194503171247,35
"[167]","{admission,available}","=>","{covid}",0.00188005264147396,0.159362549800797,0.0117973303252491,12.8431727634915,40
"[168]","{admission,going}","=>","{pandemic}",0.00126903553299492,0.0528375733855186,0.0240176724948299,12.4908023483366,27
"[169]","{admission,many}","=>","{pandemic}",0.00192705395751081,0.0522292993630573,0.0368960330889265,12.3470063694268,41
"[170]","{admission,around}","=>","{pandemic}",0.00131603684903177,0.0517560073937153,0.0254277119759353,12.2351201478743,28
"[171]","{admission,update}","=>","{covid}",0.00141003948110547,0.151515151515152,0.00930626057529611,12.2107438016529,30
"[172]","{admission,live}","=>","{covid}",0.00131603684903177,0.151351351351351,0.00869524346681707,12.197542997543,28
"[173]","{admission,home}","=>","{covid}",0.00197405527354766,0.150537634408602,0.0131133671742809,12.1319648093842,42
"[174]","{admission,face}","=>","{covid}",0.00108103026884753,0.149350649350649,0.00723820266967475,12.0363046044864,23
"[175]","{admission,offer}","=>","{pandemic}",0.00108103026884753,0.048936170212766,0.022090618537319,11.5685106382979,23
"[176]","{admission,life}","=>","{pandemic}",0.00131603684903177,0.0480274442538593,0.027401767249483,11.3536878216123,28
"[177]","{admission,start}","=>","{pandemic}",0.00126903553299492,0.046875,0.027072758037225,11.08125,27
"[178]","{admission,stay}","=>","{covid}",0.00122203421695807,0.136842105263158,0.00893025004700131,11.0282296650718,26
"[179]","{admission,solution}","=>","{covid}",0.00117503290092123,0.135869565217391,0.00864824215078022,10.9498517786561,25
"[180]","{admission,date}","=>","{covid}",0.00136303816506862,0.135514018691589,0.0100582816318857,10.9211979609176,29
"[181]","{admission,fall}","=>","{covid}",0.00126903553299492,0.135,0.0094002632073698,10.8797727272727,27
"[182]","{admission,still}","=>","{pandemic}",0.00108103026884753,0.0458167330677291,0.0235946606504982,10.8310756972112,23
"[183]","{admission,must}","=>","{covid}",0.00145704079714232,0.134199134199134,0.0108573040045121,10.8152302243211,31
"[184]","{admission,march}","=>","{covid}",0.00112803158488438,0.132596685082873,0.00850723820266968,10.6860873932697,24
"[185]","{admission,meeting}","=>","{covid}",0.00103402895281068,0.132530120481928,0.00780221846211694,10.6807228915663,22
"[186]","{admission,remember}","=>","{covid}",0.00103402895281068,0.130952380952381,0.00789622109419064,10.5535714285714,22
"[187]","{admission,decision}","=>","{pandemic}",0.00122203421695807,0.0440677966101695,0.0277307764617409,10.4176271186441,26
"[188]","{admission,could}","=>","{pandemic}",0.00136303816506862,0.0438729198184569,0.0310678699003572,10.3715582450832,29
"[189]","{admission,connect}","=>","{covid}",0.00126903553299492,0.128571428571429,0.0098702763677383,10.3616883116883,27
"[190]","{admission,approach}","=>","{covid}",0.00150404211317917,0.1285140562249,0.0117033276931754,10.3570646221249,32
"[191]","{admission,working}","=>","{pandemic}",0.00141003948110547,0.0433526011560694,0.0325249106974995,10.2485549132948,30
"[192]","{admission,make}","=>","{pandemic}",0.00192705395751081,0.0433403805496829,0.0444632449708592,10.245665961945,41
"[193]","{admission,world}","=>","{pandemic}",0.00131603684903177,0.0432766615146832,0.0304098514758413,10.2306027820711,28
"[194]","{admission,back}","=>","{pandemic}",0.00117503290092123,0.0432525951557093,0.0271667606692987,10.2249134948097,25
"[195]","{admission,close}","=>","{covid}",0.00112803158488438,0.126315789473684,0.00893025004700132,10.1799043062201,24
"[196]","{admission,staff}","=>","{covid}",0.00112803158488438,0.125,0.00902425267907501,10.0738636363636,24
"[197]","{admission,learn}","=>","{pandemic}",0.00103402895281068,0.0416666666666667,0.0248166948674563,9.85,22
"[198]","{admission,self}","=>","{covid}",0.00103402895281068,0.121546961325967,0.00850723820266967,9.79558011049724,22
"[199]","{admission,service}","=>","{pandemic}",0.00122203421695807,0.0412698412698413,0.0296108291032149,9.75619047619048,26
"[200]","{admit,would}","=>","{covid}",0.00126903553299492,0.120535714285714,0.0105282947922542,9.71408279220779,27
"[201]","{admission,public}","=>","{covid}",0.00112803158488438,0.12,0.00940026320736981,9.67090909090909,24
"[202]","{admission,help}","=>","{pandemic}",0.00202105658958451,0.0405660377358491,0.04982139499906,9.58981132075472,43
"[203]","{admission,impact}","=>","{covid}",0.00211505922165821,0.118421052631579,0.0178605000940026,9.54366028708134,45
"[204]","{admission,different}","=>","{pandemic}",0.00117503290092123,0.0403225806451613,0.0291408159428464,9.53225806451613,25
"[205]","{admission,week}","=>","{pandemic}",0.00112803158488438,0.0402010050251256,0.0280597856739989,9.5035175879397,24
"[206]","{admission,five}","=>","{covid}",0.00103402895281068,0.117647058823529,0.00878924609889077,9.48128342245989,22
"[207]","{admission,people}","=>","{pandemic}",0.00155104342921602,0.040097205346294,0.0386820830983267,9.47897934386391,33
"[208]","{admit,club}","=>","{covid}",0.00108103026884753,0.116161616161616,0.00930626057529611,9.36157024793388,23
"[209]","{admission,thing}","=>","{pandemic}",0.00108103026884753,0.0393835616438356,0.0274487685655198,9.31027397260274,23
"[210]","{admission,news}","=>","{covid}",0.00126903553299492,0.115384615384615,0.0109983079526227,9.29895104895105,27
"[211]","{admission,consider}","=>","{covid}",0.00122203421695807,0.114537444933921,0.0106692987403647,9.23067681217461,26
"[212]","{admission,complete}","=>","{covid}",0.00108103026884753,0.114427860696517,0.00944726452340666,9.22184531886024,23
"[213]","{admission,hard}","=>","{covid}",0.00150404211317917,0.114285714285714,0.0131603684903177,9.21038961038961,32
"[214]","{admission,last}","=>","{pandemic}",0.00108103026884753,0.0385906040268456,0.028012784357962,9.12281879194631,23
"[215]","{admission,create}","=>","{covid}",0.00117503290092123,0.113122171945701,0.0103872908441436,9.1166186754422,25
"[216]","{admission,support}","=>","{covid}",0.00197405527354766,0.112600536193029,0.0175314908817447,9.07457957592006,42
"[217]","{admission,change}","=>","{covid}",0.00216206053769506,0.112469437652812,0.0192235382590713,9.06401422538342,46
"[218]","{addition,admission}","=>","{covid}",0.00108103026884753,0.11219512195122,0.00963526978755405,9.04190687361419,23
"[219]","{admission,family}","=>","{covid}",0.00164504606128972,0.111821086261981,0.0147114119195337,9.011762997386,35
"[220]","{admission,similar}","=>","{covid}",0.00108103026884753,0.111650485436893,0.0096822711035909,8.99801412180053,23
"[221]","{admission,challenge}","=>","{covid}",0.00225606316976875,0.111111111111111,0.0203045685279188,8.95454545454546,48
"[222]","{admission,used}","=>","{covid}",0.00145704079714232,0.110714285714286,0.0131603684903177,8.92256493506494,31
"[223]","{admission,talk}","=>","{covid}",0.00126903553299492,0.110655737704918,0.0114683211129912,8.91784649776453,27
"[224]","{admission,chat}","=>","{covid}",0.00112803158488438,0.110599078341014,0.0101992855799962,8.91328026811898,24
"[225]","{admission,related}","=>","{covid}",0.00126903553299492,0.110204081632653,0.011515322429028,8.88144712430427,27
"[226]","{admission,like}","=>","{pandemic}",0.00178605000940026,0.0375494071146245,0.0475653318292912,8.87667984189723,38
"[227]","{admission,video}","=>","{covid}",0.00117503290092123,0.110132158590308,0.0106692987403647,8.87565078093713,25
"[228]","{admission,effort}","=>","{covid}",0.00131603684903177,0.109803921568627,0.0119853355893965,8.84919786096257,28
"[229]","{admission,next.}","=>","{pandemic}",0.00103402895281068,0.0374149659863946,0.0276367738296672,8.84489795918367,22
"[230]","{admission,keep}","=>","{covid}",0.00183305132543711,0.109550561797753,0.0167324685091183,8.82877936670072,39
"[231]","{admission,month}","=>","{pandemic}",0.00108103026884753,0.0372771474878444,0.0289998119947359,8.81231766612642,23
"[232]","{admission,resource}","=>","{covid}",0.00183305132543711,0.108635097493036,0.0168734724572288,8.75500126614333,39
"[233]","{admission,time}","=>","{pandemic}",0.00253807106598985,0.0369357045143639,0.0687159240458733,8.73160054719562,54
"[234]","{admission,everyone}","=>","{covid}",0.00206805790562136,0.10705596107056,0.019317540891145,8.62773722627737,44
"[235]","{admission,place}","=>","{pandemic}",0.00267907501410039,0.0363984674329502,0.0736040609137056,8.60459770114943,57
"[236]","{admission,friend}","=>","{covid}",0.00159804474525287,0.10625,0.0150404211317917,8.56278409090909,34
"[237]","{admission,develop}","=>","{covid}",0.00112803158488438,0.106194690265487,0.0106222974243279,8.55832662912309,24
"[238]","{admission,blend}","=>","{pandemic}",0.0023970671178793,0.0360678925035361,0.0664598608761045,8.52644978783593,51
"[239]","{admission,partner}","=>","{covid}",0.00103402895281068,0.105769230769231,0.0097762737356646,8.52403846153846,22
"[240]","{admission,hour}","=>","{covid}",0.00126903553299492,0.10546875,0.0120323369054334,8.49982244318182,27
"[241]","{admission,situation}","=>","{employment}",0.00108103026884753,0.0874524714828897,0.0123613461176913,8.45744901486346,23
"[242]","{admission,feature}","=>","{pandemic}",0.0023970671178793,0.0357142857142857,0.0671178793006204,8.44285714285714,51
"[243]","{admission,part}","=>","{pandemic}",0.00126903553299492,0.035667107001321,0.0355799962398947,8.43170409511228,27
"[244]","{admission,number}","=>","{covid}",0.00159804474525287,0.104294478527607,0.0153224290280128,8.40518683770217,34
